Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS-path_length,Maximum_AS-path_length,Average_unique_AS-path_length,Number_of_duplicate_announcements,Number_of_duplicate_withdrawals,Number_of_implicit_withdrawals,Average_edit_distance,Maximum_edit_distance,Inter-arrival_time,Maximum_edit_distance_7,Maximum_edit_distance_8,Maximum_edit_distance_9,Maximum_edit_distance_10,Maximum_edit_distance_11,Maximum_edit_distance_12,Maximum_edit_distance_13,Maximum_edit_distance_14,Maximum_edit_distance_15,Maximum_edit_distance_16,Maximum_edit_distance_17,Maximum_AS-path_length_7,Maximum_AS-path_length_8,Maximum_AS-path_length_9,Maximum_AS-path_length_10,Maximum_AS-path_length_11,Maximum_AS-path_length_12,Maximum_AS-path_length_13,Maximum_AS-path_length_14,Maximum_AS-path_length_15,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_Exterior_Gateway_Protocol_EGP_packets,Number_of_incomplete_packets,Packet_size_bytes,Anomalous,type,category
219,7,618,25,6,12,6,2,344,0,12,3.7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,208,0,11,260,1,anomaly,Nimda
195,8,493,84,6,13,6,7,147,28,13,3.3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,187,0,8,261,1,anomaly,Nimda
117,6,291,32,6,20,6,5,191,0,20,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108,0,9,252,1,anomaly,Nimda
104,7,260,46,6,20,6,0,121,1,20,1.8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98,0,6,257,1,anomaly,Nimda
390,7,1332,95,6,21,6,32,748,0,21,6.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,18,283,1,anomaly,Nimda
150,5,516,81,6,21,6,6,211,8,21,2.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,7,288,1,anomaly,Nimda
126,6,382,53,6,8,6,4,164,4,8,2.2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115,0,11,274,1,anomaly,Nimda
91,6,185,30,6,9,6,2,65,4,9,1.6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87,0,4,242,1,anomaly,Nimda
201,6,492,85,6,12,6,12,76,1,12,3.4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,186,0,15,260,1,anomaly,Nimda
215,6,598,77,6,15,6,40,192,12,15,3.6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,192,0,23,266,1,anomaly,Nimda
98,6,333,68,6,11,6,3,82,0,11,1.7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,0,12,285,1,anomaly,Nimda
188,7,596,65,6,14,6,1,78,8,14,3.2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,175,0,13,273,1,anomaly,Nimda
254,9,983,63,6,12,6,33,206,0,12,3.8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,222,0,32,335,1,anomaly,Nimda
93,7,275,50,6,9,6,21,158,0,9,1.6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83,0,10,268,1,anomaly,Nimda
84,6,145,30,6,9,6,5,115,2,9,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,0,11,234,1,anomaly,Nimda
129,10,261,36,6,20,6,7,184,5,20,2.3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121,0,8,241,1,anomaly,Nimda
86,6,178,19,6,11,6,0,103,3,11,1.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77,0,9,241,1,anomaly,Nimda
114,6,234,57,6,21,6,3,135,4,21,200,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,12,250,1,anomaly,Nimda
106,6,298,33,6,21,6,2,188,3,21,1.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,6,262,1,anomaly,Nimda
91,8,302,37,6,17,6,3,241,1,17,1.6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,7,271,1,anomaly,Nimda
111,7,229,61,6,21,6,4,98,8,21,1.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,12,243,1,anomaly,Nimda
101,5,181,55,7,21,7,9,109,1,21,1.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2,5,243,1,anomaly,Nimda
1310,8,4107,107,5,21,6,21,560,0,21,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,1,87,271,1,anomaly,Nimda
500,6,1205,149,6,11,6,99,515,0,11,8.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,482,1,17,262,1,anomaly,Nimda
6641,510,20236,62234,5,20,6,106,1450,238,20,119,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6227,18,396,483,1,anomaly,Nimda
12674,67,41813,7247,6,21,6,524,1924,11,21,212,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11514,41,1119,290,1,anomaly,Nimda
10644,6,30910,130,5,20,6,623,3016,3,20,177,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9806,4,834,267,1,anomaly,Nimda
253,6,707,41,6,11,6,12,198,7,11,4.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,237,0,16,266,1,anomaly,Nimda
209,8,660,91,7,14,7,16,188,7,14,3.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191,0,18,283,1,anomaly,Nimda
224,9,819,114,7,16,8,16,573,13,16,3.8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,0,25,299,1,anomaly,Nimda
130,7,330,171,9,16,9,3,132,20,16,2.2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,0,21,296,1,anomaly,Nimda
382,6,1000,49,7,20,7,6,726,0,20,6.4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359,0,23,264,1,anomaly,Nimda
109,7,225,60,7,14,7,7,142,1,14,1.9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87,0,22,258,1,anomaly,Nimda
115,8,261,76,7,14,7,2,154,16,14,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,10,259,1,anomaly,Nimda
529,8,1624,42,5,14,5,87,402,1,14,8.9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,492,0,37,269,1,anomaly,Nimda
24122,11,78495,584,5,18,5,345,2144,32,18,402,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22285,41,1796,273,1,anomaly,Nimda
3371,8,11018,219,5,20,5,114,709,21,20,56,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3060,6,305,275,1,anomaly,Nimda
335,9,1296,217,6,20,6,21,1135,30,20,5.7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,294,0,41,306,1,anomaly,Nimda
245,6,739,60,6,14,6,11,155,22,14,4.1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,225,0,20,276,1,anomaly,Nimda
213,5,621,59,6,16,6,7,144,9,16,3.6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195,0,18,276,1,anomaly,Nimda
123,8,437,39,6,20,6,57,229,5,20,2.1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107,0,16,280,1,anomaly,Nimda
137,7,290,47,6,14,6,11,202,3,14,2.4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117,0,20,247,1,anomaly,Nimda
117,6,347,65,6,10,6,5,170,2,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108,0,9,272,1,anomaly,Nimda
246,7,734,67,6,13,6,60,275,5,13,4.2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,230,0,16,269,1,anomaly,Nimda
203,7,605,67,6,11,6,2,200,3,11,3.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,178,0,25,273,1,anomaly,Nimda
188,8,452,118,6,20,6,24,529,13,20,3.2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154,0,34,268,1,anomaly,Nimda
123,7,345,93,6,14,6,14,189,34,14,2.1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,0,17,277,1,anomaly,Nimda
211,7,517,85,6,12,6,13,143,16,12,3.6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,199,0,12,262,1,anomaly,Nimda
193,9,673,155,6,11,6,28,456,67,11,3.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,179,0,14,295,1,anomaly,Nimda
141,6,390,81,6,13,6,5,307,0,13,2.4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123,0,18,272,1,anomaly,Nimda
114,7,271,62,6,13,6,5,169,13,13,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,14,258,1,anomaly,Nimda
209,7,550,112,6,14,6,3,179,36,14,3.6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,190,0,19,262,1,anomaly,Nimda
302,9,783,38,6,13,6,261,160,6,13,5.1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,280,0,22,257,1,anomaly,Nimda
1157,6,3898,79,5,15,6,28,374,4,15,19,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1080,0,77,278,1,anomaly,Nimda
766,6,3228,39,5,17,5,16,499,11,17,12,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,48,297,1,anomaly,Nimda
496,5,1288,26,5,17,5,9,196,2,17,8.3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,31,257,1,anomaly,Nimda
131,5,337,84,6,16,6,10,97,4,16,2.2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,0,12,267,1,anomaly,Nimda
210,6,963,75,6,16,6,7,383,4,16,3.6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0,37,316,1,anomaly,Nimda
279,8,701,174,6,20,6,15,417,26,20,4.7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,239,0,40,269,1,anomaly,Nimda
120,7,337,94,7,14,7,12,130,30,14,2.1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104,0,16,278,1,anomaly,Nimda
103,6,428,64,6,15,6,1,274,6,15,1.8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,0,16,307,1,anomaly,Nimda
78,6,216,55,6,15,6,6,93,1,15,1.4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0,6,267,1,anomaly,Nimda
79,4,184,10,6,12,6,1,76,0,12,1.3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,0,10,247,1,anomaly,Nimda
96,4,221,28,6,14,6,5,128,0,14,1.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86,0,10,258,1,anomaly,Nimda
110,5,202,29,7,13,7,6,156,0,13,1.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,0,20,249,1,anomaly,Nimda
121,7,407,65,6,13,6,4,259,6,13,2.1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,104,0,17,283,1,anomaly,Nimda
139,7,627,51,6,20,6,78,554,10,20,2.4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123,0,16,311,1,anomaly,Nimda
154,7,509,123,7,13,7,38,498,5,13,2.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143,0,11,289,1,anomaly,Nimda
120,6,435,105,6,11,6,8,304,54,11,2.1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,0,11,299,1,anomaly,Nimda
118,6,249,84,6,11,6,1,149,6,11,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106,0,12,248,1,anomaly,Nimda
217,6,539,38,6,12,6,2,173,0,12,3.7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202,0,15,256,1,anomaly,Nimda
166,7,590,64,6,20,6,33,588,1,20,2.8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150,0,16,287,1,anomaly,Nimda
262,7,946,114,6,20,6,67,735,33,20,4.4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,241,0,21,296,1,anomaly,Nimda
251,7,891,78,6,12,6,16,356,20,12,4.3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,233,0,18,285,1,anomaly,Nimda
152,8,625,177,6,15,6,23,336,31,15,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125,0,27,313,1,anomaly,Nimda
225,7,751,112,6,15,6,65,193,9,15,3.8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,208,0,17,285,1,anomaly,Nimda
128,7,454,76,6,14,6,6,280,14,14,2.2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117,0,11,289,1,anomaly,Nimda
124,6,342,112,6,15,6,12,141,7,15,2.1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,0,10,277,1,anomaly,Nimda
155,8,432,67,7,20,7,4,253,4,20,2.7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144,1,10,270,1,anomaly,Nimda
123,7,428,88,7,20,7,4,549,21,20,2.1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,24,294,1,anomaly,Nimda
121,6,462,202,7,16,7,5,317,77,16,2.1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,0,24,318,1,anomaly,Nimda
264,8,914,131,6,14,6,88,502,28,14,4.5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,235,0,29,285,1,anomaly,Nimda
240,7,716,186,6,17,6,14,215,36,17,4.1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223,3,14,282,1,anomaly,Nimda
120,5,445,76,7,14,7,8,232,3,14,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103,2,15,299,1,anomaly,Nimda
152,7,397,99,6,17,7,8,144,12,17,2.6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,2,21,262,1,anomaly,Nimda
220,8,731,112,7,15,7,16,363,14,15,3.8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187,2,31,289,1,anomaly,Nimda
143,6,391,69,6,15,6,25,148,9,15,2.4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131,0,12,266,1,anomaly,Nimda
110,6,379,113,6,13,6,5,273,26,13,1.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,0,14,292,1,anomaly,Nimda
106,5,239,50,6,13,6,3,100,3,13,1.8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97,0,9,254,1,anomaly,Nimda
130,9,290,60,6,20,6,7,136,3,20,2.3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118,0,12,251,1,anomaly,Nimda
160,6,344,41,6,14,6,2,194,4,14,2.7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133,0,27,249,1,anomaly,Nimda
212,6,558,24,6,19,6,11,166,5,19,3.6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,0,12,257,1,anomaly,Nimda
222,6,616,59,6,19,6,41,190,3,19,3.8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211,0,11,263,1,anomaly,Nimda
175,7,495,77,6,19,6,10,283,3,19,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151,0,24,273,1,anomaly,Nimda
150,7,451,83,6,15,6,10,207,5,15,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119,0,31,273,1,anomaly,Nimda
111,6,258,28,6,10,6,7,178,11,10,1.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,12,247,1,anomaly,Nimda
93,7,239,39,6,12,6,4,116,5,12,1.6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,0,12,255,1,anomaly,Nimda
327,9,865,56,6,20,6,19,536,9,20,5.6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,311,0,16,259,1,anomaly,Nimda
103,6,247,78,6,12,6,4,148,4,12,1.8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,0,12,264,1,anomaly,Nimda
115,7,328,80,6,12,6,13,281,5,12,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101,0,14,276,1,anomaly,Nimda
241,8,721,135,6,17,6,20,383,36,17,4.1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,17,275,1,anomaly,Nimda
130,8,460,80,6,13,6,26,287,14,13,2.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103,0,27,293,1,anomaly,Nimda
219,6,561,116,6,11,6,2,182,2,11,3.7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,187,0,32,269,1,anomaly,Nimda
93,6,223,129,6,13,6,1,116,46,13,1.6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71,0,22,280,1,anomaly,Nimda
122,7,271,78,6,12,6,2,202,20,12,2.1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101,0,21,259,1,anomaly,Nimda
119,8,309,132,6,12,7,4,117,13,12,2.1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107,0,12,275,1,anomaly,Nimda
151,6,363,31,7,14,7,3,259,4,14,2.6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,139,0,12,257,1,anomaly,Nimda
144,6,471,136,7,13,7,14,232,29,13,2.5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129,0,15,292,1,anomaly,Nimda
258,7,647,130,6,16,6,14,319,16,16,4.4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239,0,19,265,1,anomaly,Nimda
211,6,631,71,6,21,6,4,138,1,21,3.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,9,273,1,anomaly,Nimda
133,6,419,102,7,15,7,5,273,14,15,2.3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132,0,1,284,1,anomaly,Nimda
114,7,301,84,6,15,7,6,107,5,15,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107,0,7,269,1,anomaly,Nimda
179,8,518,73,7,13,7,23,299,3,13,3.1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165,0,14,271,1,anomaly,Nimda
175,7,542,69,7,21,7,24,366,17,21,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,22,281,1,anomaly,Nimda
321,9,844,50,6,20,6,8,451,19,20,5.5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,306,0,15,260,1,anomaly,Nimda
106,7,285,55,7,19,7,6,134,7,19,1.8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,0,17,270,1,anomaly,Nimda
144,6,466,64,6,20,6,5,476,4,20,2.5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124,0,20,282,1,anomaly,Nimda
94,6,226,44,6,11,6,2,131,13,11,1.6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79,0,15,256,1,anomaly,Nimda
172,5,793,38,6,10,6,10,337,5,10,2.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,162,0,10,318,1,anomaly,Nimda
160,8,1748,83,6,20,7,4,171,12,20,2.8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132,0,28,468,1,anomaly,Nimda
122,7,1698,75,6,15,6,9,66,7,15,2.1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97,0,25,541,1,anomaly,Nimda
101,6,237,70,6,14,6,0,157,12,14,1.7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,8,258,1,anomaly,Nimda
82,7,143,48,6,9,6,4,62,17,9,1.4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,10,238,1,anomaly,Nimda
90,5,218,30,5,10,6,0,149,0,10,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,0,6,254,1,anomaly,Nimda
74,6,193,31,5,11,6,0,67,2,11,1.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,0,6,253,1,anomaly,Nimda
71,6,141,53,6,12,6,3,51,0,12,1.2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,7,248,1,anomaly,Nimda
151,8,381,124,6,14,6,12,250,4,14,2.6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,136,0,15,267,1,anomaly,Nimda
188,6,800,32,6,13,6,7,301,1,13,3.2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,177,0,11,301,1,anomaly,Nimda
167,5,593,70,7,15,7,45,374,7,15,2.8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,0,16,291,1,anomaly,Nimda
235,5,579,51,6,15,6,3,149,2,15,400,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,223,0,12,258,1,anomaly,Nimda
200,5,594,74,6,15,6,4,165,5,15,3.4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,183,0,17,275,1,anomaly,Nimda
83,6,184,35,6,16,6,1,54,0,16,1.4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,7,250,1,anomaly,Nimda
345,8,778,86,6,18,6,10,361,3,18,5.8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326,0,19,253,1,anomaly,Nimda
171,3,560,23,6,14,6,1,208,1,14,2.9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,157,0,14,277,1,anomaly,Nimda
139,4,467,21,6,13,6,31,172,0,13,2.3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,135,0,4,278,1,anomaly,Nimda
272,7,590,63,6,12,6,12,281,6,12,4.6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,264,0,8,249,1,anomaly,Nimda
200,7,498,56,6,13,6,2,186,2,13,3.4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,190,0,10,259,1,anomaly,Nimda
95,6,566,97,6,13,6,15,301,1,13,1.6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,0,6,355,1,anomaly,Nimda
161,8,808,71,6,20,7,61,296,5,20,2.8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149,0,12,326,1,anomaly,Nimda
279,8,669,78,6,21,6,9,384,11,21,4.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,7,256,1,anomaly,Nimda
167,6,410,68,6,15,6,7,292,13,15,2.8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,154,0,13,262,1,anomaly,Nimda
275,8,856,60,6,13,6,20,374,6,13,4.7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,252,0,23,273,1,anomaly,Nimda
172,7,667,68,6,14,6,25,172,2,14,2.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,0,22,297,1,anomaly,Nimda
176,6,686,31,7,15,7,2,159,5,15,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,153,0,23,295,1,anomaly,Nimda
173,8,433,61,7,15,7,12,312,4,15,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141,0,32,262,1,anomaly,Nimda
194,7,411,45,6,13,6,17,456,3,13,3.3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,174,0,20,249,1,anomaly,Nimda
232,6,575,118,6,12,6,3,189,29,12,3.9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,218,0,14,264,1,anomaly,Nimda
202,5,493,44,6,17,6,3,152,1,17,3.4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,21,259,1,anomaly,Nimda
142,7,467,80,6,15,6,11,203,1,15,2.4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,0,22,288,1,anomaly,Nimda
230,6,617,61,6,15,6,16,190,14,15,3.9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,214,0,16,262,1,anomaly,Nimda
202,8,631,49,6,10,6,59,280,0,10,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186,0,16,270,1,anomaly,Nimda
184,6,568,59,6,16,6,9,109,0,16,3.1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161,0,23,273,1,anomaly,Nimda
86,7,230,40,6,14,6,8,91,12,14,1.5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,0,12,260,1,anomaly,Nimda
